Methylococcus capsulatus
Methylophaga thiooxidans
Methylosinus trichosporium
Methylotenera mobilis
Micrococcus luteus
Mitsuokella multacida
Moorella thermoacetica
Moraxella catarrhalis
Mycobacterium avium
Mycobacterium leprae
Mycobacterium smegmatis
Mycobacterium tuberculosis
Mycoplasma agalactiae
Mycoplasma alligatoris
Mycoplasma arthritidis
Mycoplasma bovis
Mycoplasma capricolum
Mycoplasma conjunctivae
Mycoplasma crocodyli
Mycoplasma fermentans
Mycoplasma gallisepticum
Mycoplasma genitalium
Mycoplasma haemofelis
Mycoplasma hominis
Mycoplasma hyopneumoniae
Mycoplasma hyorhinis
Mycoplasma leachii
Mycoplasma mobile
Mycoplasma mycoides
Mycoplasma penetrans
Mycoplasma pneumoniae
Mycoplasma pulmonis
Mycoplasma synoviae
Neisseria flavescens
Neisseria gonorrhoeae
Neisseria mucosa
Nitrobacter hamburgensis
Nitrobacter winogradskyi
Nitrococcus mobilis
Nitrosococcus halophilus
Nitrosococcus oceani
Nitrosococcus watsoni
Nitrosomonas europaea
Nitrosomonas eutropha
Nitrosopumilus maritimus
Nitrosospira multiformis
Nostoc punctiforme
Odoribacter splanchnicus
Oenococcus oeni
Oxalobacter formigenes
Paenibacillus larvae
Paenibacillus polymyxa
Parabacteroides distasonis
Parabacteroides johnsonii
Parabacteroides merdae
Paracoccus denitrificans
Parvularcula bermudensis
Pediococcus acidilactici
Pediococcus pentosaceus
Pelobacter carbinolicus
Pelobacter propionicus
Pelotomaculum thermopropionicum
Peptoniphilus harei
Peptoniphilus lacrimalis
Peptostreptococcus anaerobius
Peptostreptococcus stomatis
Picrophilus torridus
Porphyromonas asaccharolytica
Porphyromonas gingivalis
Prevotella amnii
Prevotella bergensis
Prevotella bivia
Prevotella bryantii
Prevotella buccae
Prevotella buccalis
Prevotella copri
Prevotella disiens
Prevotella marshii
Prevotella melaninogenica (Bacteroides melaninogenicus)
Prevotella multiformis
Prevotella oralis
Prevotella oris
Prevotella ruminicola (Bacteroides ruminicola)
Prevotella salivae
Prevotella tannerae
Prevotella timonensis
Prevotella veroralis
Propionibacterium acnes
Propionibacterium freudenreichii (Propionibacterium shermanii)
Proteus mirabilis
Proteus penneri
Pseudoflavonifractor capillosus
Pseudomonas aeruginosa
Pseudomonas entomophila
Pseudomonas fluorescens
Pseudomonas mendocina
Pseudomonas putida
Pseudomonas savastanoi
Pseudomonas stutzeri
Pseudomonas syringae
Pyramidobacter piscolens
Pyrobaculum aerophilum
Pyrobaculum calidifontis
Pyrococcus abyssi
Pyrococcus furiosus
Pyrococcus horikoshii
Ralstonia pickettii
Rhizobium etli
Rhizobium leguminosarum
Rhodobacter capsulatus
Rhodobacter sphaeroides
Rhodopseudomonas palustris
Rhodospirillum rubrum
Rhodothermus marinus
Roseburia intestinalis
Roseburia inulinivorans
Roseobacter denitrificans
Ruminococcus albus
Ruminococcus bromii
Ruminococcus flavefaciens
Ruminococcus gnavus
Ruminococcus lactaris
Ruminococcus obeum
Ruminococcus torques
Salmonella enterica
Selenomonas artemidis
Selenomonas flueggei
Selenomonas noxia
Selenomonas sputigena
Shewanella denitrificans
Shewanella putrefaciens (Pseudomonas putrefaciens)
Shigella boydii
Shigella dysenteriae
Shigella flexneri
Shigella sonnei
Sodalis glossinidius
Sphaerobacter thermophilus
Sphingobium japonicum
Spirochaeta thermophila
Staphylococcus aureus
Staphylococcus capitis
Staphylococcus carnosus
Staphylococcus epidermidis
Staphylococcus haemolyticus
Staphylococcus hominis
Staphylococcus lugdunensis
Staphylococcus pseudintermedius
Staphylococcus saprophyticus
Staphylococcus warneri
Starkeya novella
Stenotrophomonas maltophilia
Streptococcus agalactiae
Streptococcus anginosus
Streptococcus australis
Streptococcus bovis (Streptococcus equinus)
Streptococcus cristatus
Streptococcus downei
Streptococcus dysgalactiae
Streptococcus equi
Streptococcus gallolyticus
Streptococcus gordonii
Streptococcus infantarius
Streptococcus infantis
Streptococcus mitis
Streptococcus mutans
Streptococcus oralis
Streptococcus parasanguinis
Streptococcus peroris
Streptococcus pneumoniae
Streptococcus pseudoporcinus
Streptococcus pyogenes
Streptococcus salivarius
Streptococcus sanguinis
Streptococcus suis
Streptococcus thermophilus
Streptococcus uberis
Streptococcus vestibularis
Streptomyces griseus
